Profundidade [m],COT [%],S1 [mg HC/g rocha],S2 [mg HC/g rocha],S3 [mg CO2/g rocha],Tmáx [°C],IH [mg HC/g COT,IO [mg CO2/g COT],Ro [%],IH Calculado [mg HC/g COT],Cluster,Carbono Ativo [%],Carbono Inerte [%],IH₀ Ativo [mg HC/g COT],Ro [%]_ajustado,Taxa de Transformação [v/v],COT₀ [%],S2₀ [mg HC/g rocha],Rₒ calculada [%],IH₀ [mg HC/g COT]
4989,2.66,1.36,5.42,2.15,445,203.7594,80.8271,,203.7593984962406,2,2.6599999999999997,4.405923637034443e-16,203.75939849624064,0.8919884247149366,0.41078853831168516,2.9849711961291265,9.198734838710774,0.8499999999999996,308.168294911508
4992,2.81,1.05,5.14,1.64,443,182.9181,58363,,182.9181494661921,2,2.8099999999999996,4.405923637034443e-16,182.9181494661922,0.8927331826199314,0.41351258750659525,3.1216675657271176,8.764041461943227,0.8139999999999992,280.74871130301966
4995,2.75,1.29,5.01,2.17,443,182.1818,78.9091,,182.1818181818182,2,2.7499999999999996,4.405923637034443e-16,182.18181818181822,0.8934774930884899,0.4162412049630646,3.0572188155367126,8.582311808566429,0.8139999999999992,280.7228506167542
4998,3.0,1.38,5.6,1.69,444,186.6667,56.3333,,186.66666666666663,2,2.9999999999999996,4.405923637034443e-16,186.66666666666669,0.8942213566579102,0.41897429270613884,3.347278987546113,9.638127762164107,0.831999999999999,287.939182781708
5001,2.79,1.09,4.91,2.42,444,175.9857,86.7384,,175.98566308243727,2,2.7899999999999996,4.405923637034443e-16,175.9856630824373,0.8949647738645243,0.421711752390344,3.0979294889709483,8.490575453150562,0.831999999999999,274.0725856859612
5004,2.87,1.19,4.69,3.25,445,163.4146,113.2404,,163.41463414634148,2,2.8699999999999997,4.405923637034443e-16,163.4146341463415,0.895707745243703,0.4244534853029194,3.167454791907105,8.148776650082613,0.8499999999999996,257.26576022183053
5007,2.83,1.2,5.27,2.09,444,186.2191,73.8516,,186.2190812720848,2,2.8299999999999996,4.405923637034443e-16,186.21908127208482,0.896450271329849,0.4271993923672355,3.1680151941682464,9.200409234514494,0.831999999999999,290.4155652867705
5010,2.83,1.18,4.77,2.8,445,168.5512,98.9399,,168.55123674911658,2,2.8299999999999996,4.405923637034443e-16,168.5512367491166,0.8971923526564076,0.4299493741453304,3.1394002958026093,8.367677858169877,0.8499999999999996,266.53746160875045
5013,2.66,1.17,4.94,2.06,443,185.7143,77.4436,,185.7142857142857,2,2.6599999999999997,4.405923637034443e-16,185.71428571428575,0.8979339897558685,0.4327033308413135,2.9840450597872312,8.707965811479433,0.8139999999999992,291.81750399239377
5016,2.26,0.16,3.74,1.67,441,165.4867,73.8938,0.99,165.48672566371684,2,2.2599999999999993,4.405923637034443e-16,165.48672566371687,0.8986751831597566,0.4354611623039446,2.5080993669364675,6.624876359726371,0.7779999999999996,264.1393099117267
5019,2.13,1.05,4.07,2.09,444,191.0798,98.1221,,191.0798122065728,2,2.1299999999999994,4.405923637034443e-16,191.07981220657283,0.8994159333986556,0.43822276803029325,2.4030383585111803,7.244864633850933,0.831999999999999,301.4876815507656
5022,2.14,0.96,3.65,2.16,445,170.5607,100.9346,,170.56074766355138,2,2.1399999999999997,4.405923637034443e-16,170.56074766355144,0.9001562410021897,0.4409880471682115,2.3876264546846913,6.529377380054548,0.8499999999999996,273.4672908001773
5043,1.05,0.73,2.41,3.13,440,229.5238,298.0953,,229.52380952380952,1,1.0500000000000005,-5.295409196883467e-16,229.5238095238094,0.9053260447266496,0.4604393131319,1.226867318843499,4.466596730738361,0.7599999999999989,364.06518146956415
5046,1.58,1.11,3.41,2.32,438,215.8228,146.8354,,215.82278481012656,2,1.5799999999999996,4.405923637034443e-16,215.82278481012662,0.9060628302004332,0.46323030796685316,1.8330823221404433,6.352817699307479,0.7239999999999993,346.5647790378261
5049,1.7,1.15,3.47,1.83,441,204.1176,107.6471,,204.1176470588236,2,1.6999999999999995,4.405923637034443e-16,204.1176470588236,0.9067991777630589,0.46602405331982766,1.9604441246021147,6.498420053512962,0.7779999999999996,331.4769328012274
5052,1.3,1.0,2.69,2.27,440,206.9231,174.6154,,206.9230769230769,2,1.2999999999999996,4.405923637034443e-16,206.923076923077,0.9075350879347699,0.4688204450083333,1.5041812805651553,5.064200936804131,0.7599999999999989,336.67490762159963
5055,1.22,0.95,2.41,1.59,446,197541,130.3279,,197.54098360655732,1,1.2200000000000004,-5.295409196883467e-16,197.54098360655732,0.9082705612348807,0.47161937853269364,1.4049951122795563,4.561105956739027,0.8679999999999986,324.6350052662311
5058,1.17,0.96,2.42,2.54,440,206.8376,217094,,206.83760683760687,1,1.1700000000000004,-5.295409196883467e-16,206.83760683760678,0.9090055981817766,0.4744207490786181,1.3578621466223204,4.604443565375819,0.7599999999999989,339.0950677010449
5064,1.2,0.86,2.51,2.08,441,209.1666,173.3333,,209.16666666666669,1,1.2000000000000004,-5.295409196883467e-16,209.16666666666657,0.9104743650848661,0.480030380422221,1.3992796386875077,4.827205101017531,0.7779999999999996,344.97787058098976
